0.33, 1.15, 0, 1, -0.25, Import
0.34, 1.95, 1, 1, -0.35, Import
0.34, 1.90, 1, 1, -0.45, Import
0.34, 1.85, 1, 1, -0.50, Import
0.34, 1.95, 1, 1, -0.15, Import
0.34, 1.90, 1, 1, -0.35, Import
0.34, 1.90, 1, 1, -0.15, Import
0.35, 1.60, 0, 0, -0.30, Import
0.35, 1.55, 0, 0, -0.40, Import
0.36, 1.70, 0, 0, -0.35, Import
0.36, 1.70, 0, 0, -0.20, Import
0.36, 1.60, 0, 0, -0.25, Import
0.36, 1.60, 0, 0, -0.35, Import
0.36, 1.65, 0, 0, -0.40, Import
0.36, 1.65, 0, 0, -0.50, Import
0.36, 1.70, 0, 0, -0.25, Import
0.37, 1.60, 1, 1, -0.15, Import
0.38, 1.50, 0, 1, -0.25, Import
0.38, 1.50, 0, 1, -0.30, Import
0.38, 1.55, 0, 1, -0.45, Import
0.38, 1.60, 0, 1, -0.15, Import
0.38, 1.60, 1, 1, -0.35, Import
0.39, 1.95, 1, 1, -0.30, Import
0.39, 1.95, 1, 1, -0.35, Import
0.39, 1.85, 1, 1, -0.15, Import
0.39, 1.95, 1, 1, -0.20, Import
0.39, 1.90, 1, 1, -0.25, Import
0.39, 1.85, 1, 1, -0.40, Import
0.39, 1.95, 1, 1, -0.45, Import
0.39, 1.95, 1, 1, -0.30, Import
0.39, 1.95, 1, 1, -0.35, Import
0.39, 1.90, 1, 1, -0.30, Import
0.39, 1.80, 1, 1, -0.40, Import
0.40, 0.50, 1, 1, -0.35, Import
0.09, 1.55, 1, 1, -0.45, Import
0.09, 1.50, 1, 0, -0.20, Import
0.09, 1.65, 1, 1, -0.35, Import
0.09, 1.75, 1, 1, -0.45, Import
0.09, 1.50, 1, 0, -0.33, Import
0.09, 1.50, 1, 1, -0.40, Import
0.09, 1.50, 1, 1, -0.45, Import
0.09, 1.60, 1, 0, -0.40, Import
0.09, 1.65, 1, 1, -0.25, Import
0.01, 1.45, 1, 1, -0.25, Import
0.02, 1.65, 1, 1, -0.20, Import
0.03, 1.70, 1, 1, -0.40, Import
0.04, 1.05, 0, 1, -0.35, Import
0.11, 1.10, 0, 1, -0.20, Import
0.12, 0.50, 0, 1, -0.25, Import
0.13, 1.50, 1, 1, -0.30, Import
0.14, 1.60, 1, 0, -0.35, Import
0.15, 1.80, 1, 1, -0.40, Import
0.16, 0.85, 0, 1, -0.35, Import
0.17, 1.80, 0, 0, -0.45, Import
0.17, 1.75, 0, 1, -0.25, Import
0.17, 1.75, 0, 1, -0.30, Import
0.17, 1.85, 1, 0, -0.40, Import
0.17, 1.80, 0, 0, -0.15, Import
0.17, 1.85, 0, 1, -0.15, Import
0.05, 1.15, 1, 1, -0.30, Import
0.06, 1.10, 0, 1, -0.50, Import
0.07, 1.80, 1, 1, -0.45, Import
0.08, 1.75, 1, 0, -0.30, Import
0.17, 1.85, 0, 1, -0.20, Import
0.17, 1.85, 1, 0, -0.25, Import
0.17, 1.80, 0, 0, -0.30, Import
0.17, 1.75, 0, 1, -0.30, Import
0.17, 1.75, 0, 1, -0.40, Import
0.18, 1.55, 1, 0, -0.35, Import
0.19, 1.55, 1, 1, -0.55, Import
0.20, 1.50, 1, 1, -0.30, Import
0.24, 1.85, 1, 1, -0.35, Import
0.25, 1.85, 1, 0, -0.20, Import
0.26, 1.85, 1, 0, -0.25, Import
0.27, 1.45, 0, 1, -0.30, Import
0.28, 1.35, 0, 1, -0.30, Import
0.28, 1.45, 0, 1, -0.35, Import
0.29, 1.25, 1, 1, -0.40, Import
0.30, 1.95, 1, 0, -0.50, Import
0.31, 0.00, 1, 1, -0.35, Subsidy
0.09, 1.55, 1, 1, -0.30, Import
0.09, 1.50, 1, 0, -0.50, Import
0.09, 1.50, 1, 1, -0.55, Import
0.10, 1.80, 0, 1, -0.30, Import
0.11, 1.10, 0, 1, -0.40, Import
0.11, 1.15, 0, 0, -0.45, Import
0.11, 1.15, 0, 1, -0.55, Import
0.11, 1.15, 0, 1, -0.20, Import
0.17, 1.80, 1, 0, -0.25, Import
0.21, 1.15, 1, 1, -0.25, Import
0.22, 1.50, 1, 0, -0.30, Import
0.23, 1.15, 1, 1, -0.45, Import
0.35, 1.70, 0, 0, -0.35, Import
0.35, 1.55, 0, 0, -0.45, Import
0.36, 1.60, 0, 0, -0.35, Import
0.36, 1.60, 0, 0, -0.25, Import
0.36, 1.70, 0, 0, -0.30, Import
0.36, 1.50, 0, 0, -0.35, Import
0.36, 1.75, 0, 0, -0.45, Import
0.32, 1.80, 0, 0, -0.45, Import
0.32, 1.85, 0, 0, -0.40, Import
0.32, 1.95, 0, 0, -0.45, Import
0.32, 1.80, 0, 0, -0.25, Import
0.36, 1.55, 0, 0, -0.40, Import
0.36, 1.60, 0, 0, -0.35, Import
0.37, 1.50, 1, 1, -0.35, Import
0.32, 1.45, 0, 0, -0.30, Import
0.32, 1.75, 0, 0, -0.30, Import
0.32, 1.80, 0, 0, -0.45, Import
0.32, 1.80, 0, 0, -0.45, Import
0.33, 1.25, 0, 1, -0.35, Import
0.34, 1.85, 1, 1, -0.45, Import
0.34, 1.80, 1, 1, -0.25, Import
0.34, 1.75, 1, 1, -0.30, Import
0.34, 1.85, 1, 1, -0.25, Import
0.34, 1.80, 1, 1, -0.25, Import
0.34, 1.80, 1, 1, -0.45, Import
0.38, 1.65, 0, 1, -0.35, Import
0.38, 1.70, 0, 1, -0.25, Import
0.38, 1.70, 1, 1, -0.45, Import
0.39, 1.85, 1, 1, -0.35, Import
0.39, 1.85, 1, 1, -0.40, Import
0.38, 1.60, 0, 1, -0.30, Import
0.38, 1.60, 0, 1, -0.35, Import
0.39, 1.75, 1, 1, -0.25, Import
0.39, 1.85, 1, 1, -0.25, Import
0.39, 1.80, 1, 1, -0.30, Import
0.39, 1.75, 1, 1, -0.45, Import
0.39, 1.85, 1, 1, -0.45, Import
0.39, 1.85, 1, 1, -0.35, Import
0.39, 1.85, 1, 1, -0.35, Import
0.39, 1.80, 1, 1, -0.30, Import
0.39, 1.85, 1, 1, -0.40, Import
0.40, 0.60, 1, 1, -0.50, Import
0.01, 1.55, 1, 1, 0.35, Export
0.02, 1.75, 1, 1, 0.25, Export
0.03, 1.80, 1, 1, 0.45, Export
0.04, 1.15, 0, 1, 0.50, Export
0.05, 1.05, 1, 1, 0.40, Export
0.06, 1.20, 0, 1, 0.60, Export
0.07, 1.90, 1, 1, 0.55, Export
0.08, 1.85, 1, 0, 0.40, Export
0.09, 1.65, 1, 1, 0.35, Export
0.09, 1.60, 1, 0, 0.30, Export
0.09, 1.75, 1, 1, 0.25, Export
0.09, 1.85, 1, 1, 0.35, Export
0.09, 1.55, 1, 0, 0.43, Export
0.09, 1.60, 1, 1, 0.30, Export
0.09, 1.55, 1, 1, 0.35, Export
0.09, 1.65, 1, 0, 0.50, Export
0.09, 1.75, 1, 1, 0.15, Export
0.09, 1.65, 1, 1, 0.20, Export
0.09, 1.60, 1, 0, 0.40, Export
0.09, 1.55, 1, 1, 0.35, Export
0.10, 1.90, 0, 1, 0.20, Export
0.11, 1.20, 0, 1, 0.20, Export
0.11, 1.25, 0, 0, 0.35, Export
0.11, 1.25, 0, 1, 0.45, Export
0.11, 1.25, 0, 1, 0.20, Export
0.11, 1.20, 0, 1, 0.15, Export
0.12, 0.55, 0, 1, 0.20, Export
0.13, 1.55, 1, 1, 0.25, Export
0.14, 1.70, 1, 0, 0.30, Export
0.15, 1.85, 1, 1, 0.45, Export
0.16, 0.95, 0, 1, 0.30, Export
0.17, 1.90, 1, 0, 0.15, Export
0.17, 1.90, 0, 0, 0.40, Export
0.17, 1.85, 0, 1, 0.20, Export
0.17, 1.85, 0, 1, 0.25, Export
0.17, 1.95, 1, 0, 0.50, Export
0.17, 1.90, 0, 0, 0.20, Export
0.17, 1.95, 0, 1, 0.40, Export
0.17, 1.85, 0, 1, 0.30, Export
0.17, 1.95, 1, 0, 0.15, Export
0.17, 1.90, 0, 0, 0.20, Export
0.17, 1.85, 0, 1, 0.40, Export
0.17, 1.85, 0, 1, 0.35, Export
0.18, 1.65, 1, 0, 0.30, Export
0.19, 1.50, 1, 1, 0.45, Export
0.20, 1.55, 1, 1, 0.30, Export
0.21, 1.05, 1, 1, 0.25, Export
0.22, 1.60, 1, 0, 0.20, Export
0.23, 1.05, 1, 1, 0.40, Export
0.24, 1.95, 1, 1, 0.35, Export
0.25, 1.95, 1, 0, 0.30, Export
0.26, 1.95, 1, 0, 0.25, Export
0.27, 1.35, 0, 1, 0.20, Export
0.28, 1.55, 0, 1, 0.20, Export
0.28, 1.45, 0, 1, 0.25, Export
0.29, 1.15, 1, 1, 0.30, Export
0.30, 1.85, 1, 0, 0.40, Export
0.31, 0.00, 1, 1, 0.15, Same-Market
0.32, 1.95, 0, 0, 0.20, Export
0.32, 1.90, 0, 0, 0.40, Export
0.32, 1.95, 0, 0, 0.35, Export
0.32, 1.85, 0, 0, 0.25, Export
0.32, 1.90, 0, 0, 0.15, Export
0.32, 1.85, 0, 0, 0.40, Export
0.32, 1.90, 0, 0, 0.35, Export
0.32, 1.90, 0, 0, 0.40, Export
0.33, 1.15, 0, 1, 0.25, Export
0.34, 1.95, 1, 1, 0.35, Export
0.34, 1.90, 1, 1, 0.45, Export
0.34, 1.85, 1, 1, 0.50, Export
0.34, 1.95, 1, 1, 0.25, Export
0.34, 1.90, 1, 1, 0.35, Export
0.34, 1.90, 1, 1, 0.15, Export
0.35, 1.60, 0, 0, 0.30, Export
0.35, 1.55, 0, 0, 0.40, Export
0.36, 1.70, 0, 0, 0.35, Export
0.36, 1.70, 0, 0, 0.20, Export
0.36, 1.60, 0, 0, 0.25, Export
0.36, 1.60, 0, 0, 0.35, Export
0.36, 1.65, 0, 0, 0.40, Export
0.36, 1.65, 0, 0, 0.50, Export
0.36, 1.70, 0, 0, 0.25, Export
0.37, 1.60, 1, 1, 0.35, Export
0.38, 1.50, 0, 1, 0.25, Export
0.38, 1.50, 0, 1, 0.30, Export
0.38, 1.55, 0, 1, 0.45, Export
0.38, 1.60, 0, 1, 0.65, Export
0.38, 1.60, 1, 1, 0.35, Export
0.39, 1.95, 1, 1, 0.30, Export
0.39, 1.95, 1, 1, 0.35, Export
0.39, 1.85, 1, 1, 0.45, Export
0.39, 1.95, 1, 1, 0.20, Export
0.39, 1.90, 1, 1, 0.25, Export
0.39, 1.85, 1, 1, 0.40, Export
0.39, 1.95, 1, 1, 0.45, Export
0.39, 1.95, 1, 1, 0.30, Export
0.39, 1.95, 1, 1, 0.35, Export
0.39, 1.90, 1, 1, 0.30, Export
0.39, 1.80, 1, 1, 0.40, Export
0.40, 0.50, 1, 1, 0.45, Export
0.09, 1.65, 1, 1, 0.35, Export
0.09, 1.75, 1, 1, 0.45, Export
0.09, 1.50, 1, 0, 0.50, Export
0.09, 1.50, 1, 1, 0.40, Export
0.09, 1.45, 1, 1, 0.45, Export
0.09, 1.55, 1, 1, 0.30, Export
0.09, 1.50, 1, 0, 0.50, Export
0.09, 1.45, 1, 1, 0.45, Export
0.10, 1.80, 0, 1, 0.30, Export
0.11, 1.30, 0, 1, 0.30, Export
0.11, 1.35, 0, 0, 0.35, Export
0.11, 1.30, 0, 1, 0.35, Export
0.12, 0.45, 0, 1, 0.40, Export
0.13, 1.45, 1, 1, 0.45, Export
0.14, 1.60, 1, 0, 0.50, Export
0.15, 1.75, 1, 1, 0.45, Export
0.16, 0.85, 0, 1, 0.40, Export
0.01, 1.45, 1, 1, 0.45, Export
0.02, 1.65, 1, 1, 0.35, Export
0.03, 1.70, 1, 1, 0.55, Export
0.04, 1.05, 0, 1, 0.60, Export
0.05, 1.15, 1, 1, 0.50, Export
0.06, 1.10, 0, 1, 0.70, Export
0.07, 1.80, 1, 1, 0.65, Export
0.08, 1.75, 1, 0, 0.50, Export
0.09, 1.55, 1, 1, 0.45, Export
0.09, 1.50, 1, 0, 0.40, Export
0.09, 1.55, 1, 0, 0.60, Export
0.09, 1.65, 1, 1, 0.35, Export
0.11, 1.35, 0, 1, 0.45, Export
0.11, 1.35, 0, 1, 0.30, Export
0.17, 1.85, 1, 0, 0.25, Export
0.17, 1.80, 0, 0, 0.30, Export
0.17, 1.75, 0, 1, 0.50, Export
0.17, 1.75, 0, 1, 0.35, Export
0.18, 1.55, 1, 0, 0.40, Export
0.19, 1.40, 1, 1, 0.55, Export
0.17, 1.80, 0, 0, 0.70, Export
0.17, 1.75, 0, 1, 0.30, Export
0.27, 1.45, 0, 1, 0.30, Export
0.28, 1.35, 0, 1, 0.30, Export
0.28, 1.35, 0, 1, 0.45, Export
0.30, 1.75, 1, 0, 0.50, Export
0.31, 0.00, 1, 1, 0.15, Same-Market
0.32, 1.85, 0, 0, 0.40, Export
0.32, 1.80, 0, 0, 0.50, Export
0.32, 1.85, 0, 0, 0.35, Export
0.17, 1.85, 0, 1, 0.40, Export
0.17, 1.80, 1, 0, 0.65, Export
0.17, 1.75, 0, 1, 0.55, Export
0.17, 1.85, 1, 0, 0.60, Export
0.17, 1.80, 0, 0, 0.30, Export
0.17, 1.75, 0, 1, 0.40, Export
0.20, 1.45, 1, 1, 0.40, Export
0.21, 1.15, 1, 1, 0.45, Export
0.22, 1.50, 1, 0, 0.30, Export
0.23, 1.15, 1, 1, 0.50, Export
0.24, 1.85, 1, 1, 0.55, Export
0.25, 1.85, 1, 0, 0.40, Export
0.26, 1.85, 1, 0, 0.45, Export
0.36, 1.60, 0, 0, 0.30, Export
0.36, 1.70, 0, 0, 0.35, Export
0.36, 1.70, 0, 0, 0.35, Export
0.36, 1.45, 0, 0, 0.40, Export
0.36, 1.45, 0, 0, 0.50, Export
0.34, 1.85, 1, 1, 0.35, Export
0.34, 1.80, 1, 1, 0.45, Export
0.34, 1.75, 1, 1, 0.50, Export
0.34, 1.85, 1, 1, 0.25, Export
0.34, 1.80, 1, 1, 0.35, Export
0.34, 1.80, 1, 1, 0.25, Export
0.39, 1.85, 1, 1, 0.30, Export
0.39, 1.85, 1, 1, 0.35, Export
0.39, 1.95, 1, 1, 0.45, Export
0.39, 1.75, 1, 1, 0.20, Export
0.39, 1.80, 1, 1, 0.25, Export
0.32, 1.80, 0, 0, 0.75, Export
0.32, 1.75, 0, 0, 0.20, Export
0.29, 1.25, 1, 1, 0.40, Export
0.37, 1.70, 1, 1, 0.55, Export
0.38, 1.60, 0, 1, 0.25, Export
0.38, 1.40, 0, 1, 0.30, Export
0.32, 1.75, 0, 0, 0.65, Export
0.32, 1.80, 0, 0, 0.35, Export
0.32, 1.80, 0, 0, 0.40, Export
0.33, 1.25, 0, 1, 0.35, Export
0.39, 1.85, 1, 1, 0.30, Export
0.39, 1.85, 1, 1, 0.35, Export
0.39, 1.80, 1, 1, 0.30, Export
0.35, 1.70, 0, 0, 0.30, Export
0.35, 1.65, 0, 0, 0.40, Export
0.36, 1.60, 0, 0, 0.35, Export
0.36, 1.60, 0, 0, 0.25, Export
0.38, 1.45, 0, 1, 0.45, Export
0.38, 1.30, 0, 1, 0.35, Export
0.38, 1.70, 1, 1, 0.35, Export
0.39, 1.75, 1, 1, 0.40, Export
0.39, 1.85, 1, 1, 0.45, Export
0.39, 1.70, 1, 1, 0.40, Export
0.40, 0.60, 1, 1, 0.45, Export
0.01, 1.55, 1, 1, 0, Same-Market
0.02, 1.75, 1, 1, 0, Same-Market
0.03, 1.80, 1, 1, 0, Same-Market
0.04, 1.15, 0, 1, 0, Same-Market
0.05, 1.05, 1, 1, 0, Same-Market
0.06, 1.20, 0, 1, 0, Same-Market
0.07, 1.90, 1, 1, 0, Same-Market
0.08, 1.85, 1, 0, 0, Same-Market
0.09, 1.65, 1, 1, 0, Same-Market
0.09, 1.60, 1, 0, 0, Same-Market
0.09, 1.75, 1, 1, 0, Same-Market
0.09, 1.85, 1, 1, 0, Same-Market
0.09, 1.55, 1, 0, 0, Same-Market
0.09, 1.60, 1, 1, 0, Same-Market
0.09, 1.55, 1, 1, 0, Same-Market
0.09, 1.65, 1, 0, 0, Same-Market
0.09, 1.75, 1, 1, 0, Same-Market
0.09, 1.65, 1, 1, 0, Same-Market
0.09, 1.60, 1, 0, 0, Same-Market
0.09, 1.55, 1, 1, 0, Same-Market
0.10, 1.90, 0, 1, 0, Same-Market
0.11, 1.20, 0, 1, 0, Same-Market
0.11, 1.25, 0, 0, 0, Same-Market
0.11, 1.25, 0, 1, 0, Same-Market
0.11, 1.25, 0, 1, 0, Same-Market
0.11, 1.20, 0, 1, 0, Same-Market
0.12, 0.55, 0, 1, 0, Same-Market
0.13, 1.55, 1, 1, 0, Same-Market
0.14, 1.70, 1, 0, 0, Same-Market
0.15, 1.85, 1, 1, 0, Same-Market
0.16, 0.95, 0, 1, 0, Same-Market
0.17, 1.90, 1, 0, 0, Same-Market
0.17, 1.90, 0, 0, 0, Same-Market
0.17, 1.85, 0, 1, 0, Same-Market
0.17, 1.85, 0, 1, 0, Same-Market
0.17, 1.95, 1, 0, 0, Same-Market
0.17, 1.90, 0, 0, 0, Same-Market
0.17, 1.95, 0, 1, 0, Same-Market
0.17, 1.85, 0, 1, 0, Same-Market
0.17, 1.95, 1, 0, 0, Same-Market
0.17, 1.90, 0, 0, 0, Same-Market
0.17, 1.85, 0, 1, 0, Same-Market
0.17, 1.85, 0, 1, 0, Same-Market
0.18, 1.65, 1, 0, 0, Same-Market
0.19, 1.50, 1, 1, 0, Same-Market
0.20, 1.55, 1, 1, 0, Same-Market
0.21, 1.05, 1, 1, 0, Same-Market
0.22, 1.60, 1, 0, 0, Same-Market
0.23, 1.05, 1, 1, 0, Same-Market
0.24, 1.95, 1, 1, 0, Same-Market
0.25, 1.95, 1, 0, 0, Same-Market
0.26, 1.95, 1, 0, 0, Same-Market
0.27, 1.35, 0, 1, 0, Same-Market
0.28, 1.55, 0, 1, 0, Same-Market
0.28, 1.45, 0, 1, 0, Same-Market
0.29, 1.15, 1, 1, 0, Same-Market
0.30, 1.85, 1, 0, 0, Same-Market
0.31, 1.05, 1, 1, 0, Same-Market
0.32, 1.95, 0, 0, 0, Same-Market
0.32, 1.90, 0, 0, 0, Same-Market
0.32, 1.95, 0, 0, 0, Same-Market
0.32, 1.85, 0, 0, 0, Same-Market
0.32, 1.90, 0, 0, 0, Same-Market
0.32, 1.85, 0, 0, 0, Same-Market
0.32, 1.90, 0, 0, 0, Same-Market
0.32, 1.90, 0, 0, 0, Same-Market
0.33, 1.15, 0, 1, 0, Same-Market
0.34, 1.95, 1, 1, 0, Same-Market
0.34, 1.90, 1, 1, 0, Same-Market
0.34, 1.85, 1, 1, 0, Same-Market
0.34, 1.95, 1, 1, 0, Same-Market
0.34, 1.90, 1, 1, 0, Same-Market
0.34, 1.90, 1, 1, 0, Same-Market
0.35, 1.60, 0, 0, 0, Same-Market
0.35, 1.55, 0, 0, 0, Same-Market
0.36, 1.70, 0, 0, 0, Same-Market
0.36, 1.70, 0, 0, 0, Same-Market
0.36, 1.60, 0, 0, 0, Same-Market
0.36, 1.60, 0, 0, 0, Same-Market
0.36, 1.65, 0, 0, 0, Same-Market
0.36, 1.65, 0, 0, 0, Same-Market
0.36, 1.70, 0, 0, 0, Same-Market
0.37, 1.60, 1, 1, 0, Same-Market
0.38, 1.50, 0, 1, 0, Same-Market
0.38, 1.50, 0, 1, 0, Same-Market
0.38, 1.55, 0, 1, 0, Same-Market
0.38, 1.60, 0, 1, 0, Same-Market
0.38, 1.60, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.85, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.90, 1, 1, 0, Same-Market
0.39, 1.85, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.90, 1, 1, 0, Same-Market
0.39, 1.80, 1, 1, 0, Same-Market
0.40, 0.50, 1, 1, 0, Same-Market
0.09, 1.65, 1, 1, 0, Same-Market
0.09, 1.55, 1, 1, 0, Same-Market
0.09, 1.50, 1, 0, 0, Same-Market
0.09, 1.65, 1, 1, 0, Same-Market
0.10, 1.70, 0, 1, 0, Same-Market
0.09, 1.50, 1, 0, 0, Same-Market
0.09, 1.85, 1, 1, 0, Same-Market
0.09, 1.75, 1, 1, 0, Same-Market
0.09, 1.65, 1, 0, 0, Same-Market
0.09, 1.50, 1, 1, 0, Same-Market
0.12, 0.45, 0, 1, 0, Same-Market
0.13, 1.65, 1, 1, 0, Same-Market
0.14, 1.60, 1, 0, 0, Same-Market
0.15, 1.75, 1, 1, 0, Same-Market
0.16, 0.85, 0, 1, 0, Same-Market
0.17, 1.80, 1, 0, 0, Same-Market
0.06, 1.30, 0, 1, 0, Same-Market
0.07, 1.80, 1, 1, 0, Same-Market
0.08, 1.75, 1, 0, 0, Same-Market
0.17, 1.75, 0, 1, 0, Same-Market
0.17, 1.75, 1, 0, 0, Same-Market
0.17, 1.90, 0, 0, 0, Same-Market
0.17, 1.65, 0, 1, 0, Same-Market
0.17, 1.75, 0, 1, 0, Same-Market
0.18, 1.55, 1, 0, 0, Same-Market
0.11, 1.35, 0, 1, 0, Same-Market
0.11, 1.15, 0, 1, 0, Same-Market
0.11, 1.30, 0, 1, 0, Same-Market
0.01, 1.45, 1, 1, 0, Same-Market
0.02, 1.85, 1, 1, 0, Same-Market
0.03, 1.70, 1, 1, 0, Same-Market
0.04, 1.25, 0, 1, 0, Same-Market
0.05, 1.15, 1, 1, 0, Same-Market
0.09, 1.75, 1, 1, 0, Same-Market
0.09, 1.65, 1, 1, 0, Same-Market
0.09, 1.75, 1, 0, 0, Same-Market
0.11, 1.80, 0, 1, 0, Same-Market
0.11, 1.25, 0, 0, 0, Same-Market
0.17, 1.70, 0, 0, 0, Same-Market
0.17, 1.65, 0, 1, 0, Same-Market
0.17, 1.80, 0, 0, 0, Same-Market
0.17, 1.75, 0, 1, 0, Same-Market
0.17, 1.95, 0, 1, 0, Same-Market
0.17, 1.85, 1, 0, 0, Same-Market
0.32, 1.75, 0, 0, 0, Same-Market
0.32, 1.80, 0, 0, 0, Same-Market
0.32, 1.90, 0, 0, 0, Same-Market
0.32, 1.95, 0, 0, 0, Same-Market
0.32, 1.30, 0, 0, 0, Same-Market
0.36, 1.70, 0, 0, 0, Same-Market
0.36, 1.80, 0, 0, 0, Same-Market
0.36, 1.95, 0, 0, 0, Same-Market
0.19, 1.60, 1, 1, 0, Same-Market
0.20, 1.65, 1, 1, 0, Same-Market
0.21, 1.15, 1, 1, 0, Same-Market
0.22, 1.50, 1, 0, 0, Same-Market
0.23, 1.15, 1, 1, 0, Same-Market
0.24, 1.85, 1, 1, 0, Same-Market
0.25, 1.75, 1, 0, 0, Same-Market
0.26, 1.95, 1, 0, 0, Same-Market
0.27, 1.45, 0, 1, 0, Same-Market
0.28, 1.65, 0, 1, 0, Same-Market
0.28, 1.45, 0, 1, 0, Same-Market
0.29, 1.60, 1, 1, 0, Same-Market
0.30, 1.85, 1, 0, 0, Same-Market
0.31, 1.15, 1, 1, 0, Same-Market
0.34, 1.95, 1, 1, 0, Same-Market
0.34, 1.70, 1, 1, 0, Same-Market
0.35, 1.60, 0, 0, 0, Same-Market
0.32, 1.55, 0, 0, 0, Same-Market
0.32, 1.70, 0, 0, 0, Same-Market
0.32, 1.80, 0, 0, 0, Same-Market
0.33, 1.25, 0, 1, 0, Same-Market
0.34, 1.65, 1, 1, 0, Same-Market
0.34, 1.60, 1, 1, 0, Same-Market
0.34, 1.85, 1, 1, 0, Same-Market
0.34, 1.95, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.75, 1, 1, 0, Same-Market
0.39, 1.85, 1, 1, 0, Same-Market
0.39, 1.90, 1, 1, 0, Same-Market
0.35, 1.45, 0, 0, 0, Same-Market
0.36, 1.30, 0, 0, 0, Same-Market
0.36, 1.60, 0, 0, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.60, 1, 1, 0, Same-Market
0.39, 1.70, 1, 1, 0, Same-Market
0.36, 1.55, 0, 0, 0, Same-Market
0.36, 1.50, 0, 0, 0, Same-Market
0.37, 1.60, 1, 1, 0, Same-Market
0.38, 1.70, 0, 1, 0, Same-Market
0.38, 1.80, 0, 1, 0, Same-Market
0.38, 1.65, 0, 1, 0, Same-Market
0.38, 1.70, 0, 1, 0, Same-Market
0.38, 1.80, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.95, 1, 1, 0, Same-Market
0.39, 1.85, 1, 1, 0, Same-Market
